Player,Team,AGE,GP,W,L,MIN,PTS,FGA,FG%,3PA,3P%,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year,累積前三隊,當年有無入選,勝率,position,DFG_percent,DIFF_percent,Pos,Final_Position,是否首次入選
Delon Wright,TOR,26,69,49,20,20.8,8.0,6.3,46.5,2.2,36.6,1.7,82.9,0.7,2.2,2.9,2.9,1.1,1.0,0.5,1.2,19.3,1,0,3.4,2018,0,False,0.71,G,49.2,-5.7,,G,False
Aaron Jackson,HOU,32,1,0,1,34.5,8.0,9.0,33.3,4.0,25.0,2.0,50.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,4.0,12.1,0,0,-10.0,2018,0,False,0.0,G,80.0,23.8,,G,False
Antonio Blakeney,CHI,21,19,3,16,16.5,7.9,7.5,37.1,2.7,28.8,2.1,76.9,0.2,1.5,1.7,1.1,0.6,0.4,0.1,1.0,12.3,0,0,-0.3,2018,0,False,0.16,G,53.5,-1.8,,G,False
Frank Mason III,SAC,24,52,17,35,18.9,7.9,7.3,37.9,1.7,36.0,2.2,81.7,0.6,1.9,2.5,2.8,1.3,0.7,0.2,1.4,16.5,0,0,-0.7,2018,0,False,0.33,G,68.1,13.8,,G,False
David Nwaba,CHI,25,70,26,44,23.5,7.9,6.0,47.8,0.7,34.6,2.9,65.5,1.3,3.4,4.7,1.5,1.1,0.8,0.4,2.3,18.4,3,0,-3.4,2018,0,False,0.37,F,63.0,7.0,,F,False
Cory Joseph,IND,26,82,48,34,27.0,7.9,7.4,42.4,2.3,35.3,1.1,74.5,0.5,2.7,3.2,3.2,1.1,1.0,0.2,1.7,19.0,1,0,-0.6,2018,0,False,0.59,G,60.6,5.7,,G,False
Kyle Anderson,SAS,24,74,41,33,26.7,7.9,5.9,52.7,0.8,33.3,2.0,71.2,1.1,4.2,5.4,2.7,1.3,1.6,0.8,1.5,24.2,6,0,1.9,2018,0,False,0.55,F,56.2,-1.6,,F,False
Chandler Parsons,MEM,29,36,12,24,19.2,7.9,6.5,46.2,3.4,42.1,0.8,63.0,0.4,2.1,2.5,1.9,1.0,0.5,0.3,1.5,15.2,0,0,-2.4,2018,0,False,0.33,F,60.9,4.1,,F,False
Josh Hart,LAL,23,63,27,36,23.2,7.9,6.0,46.9,3.1,39.6,1.5,70.2,0.7,3.5,4.2,1.3,0.7,0.7,0.3,1.7,17.0,8,0,-1.1,2018,0,False,0.43,G,58.8,2.2,,G,False
Jerryd Bayless,PHI,29,39,21,18,23.7,7.9,6.7,41.6,3.7,37.0,1.1,79.5,0.4,1.7,2.1,1.4,1.2,0.6,0.2,2.3,13.5,0,0,-1.8,2018,0,False,0.54,G,50.4,-4.5,,G,False
Tyler Ulis,PHX,22,71,20,51,23.4,7.8,7.8,38.8,2.1,28.8,1.4,83.2,0.3,1.5,1.8,4.4,1.8,1.0,0.1,1.7,18.0,4,0,-4.4,2018,0,False,0.28,G,62.8,7.6,,G,False
Justise Winslow,MIA,22,68,33,35,24.7,7.8,7.2,42.4,1.9,38.0,1.5,63.5,0.9,4.5,5.4,2.2,1.1,0.8,0.5,2.1,20.3,2,0,0.4,2018,0,False,0.49,F-G,53.8,-2.4,,F-G,False
Doug McDermott,DAL,26,81,30,51,21.8,7.8,6.3,46.7,2.7,42.6,1.0,79.0,0.5,2.0,2.5,1.0,0.7,0.2,0.2,1.5,12.8,0,0,-0.4,2018,0,False,0.37,F,51.8,-4.1,,F,False
Darius Miller,NOP,28,82,48,34,23.7,7.8,5.9,44.4,4.4,41.1,0.8,86.6,0.2,1.8,2.0,1.4,0.7,0.3,0.2,2.0,13.1,0,0,-0.3,2018,0,False,0.59,F,54.7,-1.3,,F,False
Jarell Martin,MEM,24,73,21,52,22.7,7.7,6.8,44.6,1.3,34.7,1.6,76.7,1.3,3.0,4.4,1.0,1.2,0.5,0.7,2.9,16.9,2,0,-3.6,2018,0,False,0.29,F,51.1,-5.0,,F,False
Marreese Speights,ORL,30,52,15,37,13.0,7.7,6.7,39.5,4.5,36.9,1.1,72.7,0.4,2.2,2.6,0.8,0.8,0.2,0.4,2.0,12.9,1,0,0.5,2018,0,False,0.29,F-C,53.4,-3.2,,F-C,False
Marquese Chriss,PHX,20,72,19,53,21.2,7.7,6.6,42.3,2.6,29.5,2.2,60.8,1.1,4.4,5.5,1.2,1.5,0.7,1.0,2.8,19.6,5,0,-4.1,2018,0,False,0.26,F,51.0,-6.1,,F,False
Alec Burks,UTA,26,64,37,27,16.5,7.7,6.5,41.1,2.2,33.1,1.9,86.3,0.3,2.7,3.0,1.0,0.9,0.6,0.1,1.2,14.1,0,0,-0.2,2018,0,False,0.58,G,57.7,2.2,,G,False
Mario Chalmers,MEM,32,66,21,45,21.5,7.7,6.7,37.9,2.9,27.7,2.1,85.5,0.2,2.2,2.4,3.0,1.8,1.2,0.2,2.7,17.5,1,0,-0.9,2018,0,False,0.32,G,65.9,10.7,,G,False
Tony Parker,SAS,36,55,32,23,19.5,7.7,7.1,45.9,0.7,27.0,1.4,70.5,0.1,1.6,1.7,3.5,1.2,0.5,0.0,0.9,15.4,0,0,-0.2,2018,4,False,0.58,G,59.1,2.7,,G,False
Luke Kennard,DET,22,73,34,39,20.0,7.6,6.4,44.3,2.7,41.5,1.0,85.5,0.3,2.1,2.4,1.7,0.9,0.6,0.2,1.2,14.5,1,0,1.6,2018,0,False,0.47,G,55.5,0.6,,G,False
Mike Muscala,ATL,26,53,14,39,20.0,7.6,5.9,45.8,3.2,37.1,1.2,91.9,1.1,3.3,4.3,1.0,0.8,0.6,0.5,1.5,16.8,2,0,-1.5,2018,0,False,0.26,F-C,55.6,-1.4,,F-C,False
Luc Mbah a Moute,HOU,31,61,52,9,25.6,7.5,5.7,48.1,2.8,36.4,1.6,68.4,0.4,2.7,3.0,0.9,1.1,1.2,0.4,1.6,16.2,0,0,5.0,2018,0,False,0.85,F,54.0,-2.9,,F,False
Ben McLemore,MEM,25,56,7,49,19.5,7.5,6.7,42.1,2.8,34.6,1.1,82.8,0.6,1.9,2.5,0.9,1.1,0.7,0.3,2.5,13.6,0,0,-5.7,2018,0,False,0.12,G,54.9,-1.8,,G,False
Jarrett Jack,NYK,34,62,26,36,25.0,7.5,7.1,42.7,1.4,29.1,1.2,84.0,0.4,2.7,3.1,5.6,1.9,0.6,0.1,1.6,19.7,3,1,-0.3,2018,0,False,0.42,G,56.2,-0.1,,G,False
Ian Clark,NOP,27,74,43,31,19.7,7.4,6.7,44.8,2.6,31.8,0.8,76.3,0.1,1.6,1.7,1.5,0.8,0.4,0.1,1.6,12.7,0,0,0.4,2018,0,False,0.58,G,59.1,5.3,,G,False
Dwight Buycks,DET,29,29,10,19,14.7,7.4,6.8,41.4,1.6,33.3,1.4,87.8,0.4,1.0,1.4,2.0,1.3,0.7,0.1,1.3,13.0,0,0,0.1,2018,0,False,0.34,G,45.2,-9.3,,G,False
Pascal Siakam,TOR,24,81,59,22,20.7,7.3,6.1,50.8,1.6,22.0,1.1,62.1,1.0,3.5,4.5,2.0,0.8,0.8,0.5,2.0,18.6,0,0,3.7,2018,0,False,0.73,F,50.3,-5.4,,F,False
Nick Young,GSW,33,80,56,24,17.4,7.3,6.1,41.2,4.1,37.7,0.8,86.2,0.3,1.3,1.6,0.5,0.5,0.5,0.1,1.3,11.0,0,0,0.5,2018,0,False,0.7,G-F,60.2,4.9,,G-F,False
Tyler Dorsey,ATL,22,56,15,41,17.4,7.2,6.8,37.7,3.6,36.2,1.1,71.4,0.3,2.0,2.3,1.4,0.7,0.3,0.1,1.1,12.7,0,0,-2.7,2018,0,False,0.27,G,57.7,2.0,,G,False
Tomas Satoransky,WAS,26,73,39,34,22.5,7.2,5.3,52.3,1.4,46.5,1.3,78.1,1.0,2.2,3.2,3.9,1.1,0.7,0.2,1.8,18.5,0,0,1.1,2018,0,False,0.53,G-F,57.7,2.5,,G-F,False
Kyle O'Quinn,NYK,28,77,28,49,18.0,7.1,5.0,58.3,0.2,23.5,1.6,77.2,1.6,4.5,6.1,2.1,1.3,0.5,1.3,2.5,21.5,8,0,-0.5,2018,0,False,0.36,C-F,52.7,-5.1,,C-F,False
Markelle Fultz,PHI,20,14,11,3,18.1,7.1,7.9,40.5,0.1,0.0,1.5,47.6,0.8,2.3,3.1,3.8,1.2,0.9,0.3,1.6,18.7,1,1,1.4,2018,0,False,0.79,G,54.5,0.7,,G,False
James Ennis III,DET,27,72,25,47,22.3,7.1,5.3,47.4,2.1,33.3,1.6,83.6,1.0,2.1,3.1,1.0,0.8,0.7,0.3,1.9,14.3,1,0,-2.5,2018,0,False,0.35,F,62.8,5.7,,F,False
Mirza Teletovic,MIL,32,10,4,6,15.9,7.1,5.7,43.9,4.5,46.7,0.0,0.0,0.3,2.0,2.3,1.0,0.7,0.4,0.1,1.4,12.2,0,0,-3.3,2018,0,False,0.4,F,55.6,0.8,,F,False
Mason Plumlee,DEN,28,74,40,34,19.5,7.1,5.0,60.1,0.0,0.0,2.4,45.8,1.8,3.6,5.4,1.9,1.4,0.7,1.1,2.5,20.3,3,0,-0.7,2018,0,False,0.54,C-F,51.0,-6.6,,C-F,False
Cody Zeller,CHA,25,33,14,19,19.0,7.1,4.7,54.5,0.1,66.7,2.6,71.8,2.0,3.3,5.4,0.9,1.0,0.4,0.6,2.5,17.1,1,0,0.7,2018,0,False,0.42,C-F,53.4,-3.6,,C-F,False
Al Jefferson,IND,33,36,17,19,13.4,7.0,5.8,53.4,0.1,0.0,1.0,83.3,0.8,3.1,4.0,0.8,0.6,0.4,0.6,1.8,15.7,1,0,-0.3,2018,1,False,0.47,C,62.9,5.7,,C,False
Jamil Wilson,LAC,27,15,6,9,18.3,7.0,5.4,46.9,4.2,42.9,0.3,50.0,0.2,1.9,2.1,0.7,0.5,0.3,0.5,2.3,12.6,0,0,-0.1,2018,0,False,0.4,F,55.1,-1.4,,F,False
Bryn Forbes,SAS,24,80,46,34,19.0,6.9,6.2,42.1,2.9,39.0,0.9,66.7,0.2,1.2,1.4,1.0,0.5,0.4,0.0,1.4,10.8,0,0,1.5,2018,0,False,0.57,G,61.9,6.7,,G,False
Jakob Poeltl,TOR,22,82,59,23,18.6,6.9,4.7,65.9,0.0,50.0,1.2,59.4,2.0,2.8,4.8,0.7,1.0,0.5,1.2,2.6,17.8,4,0,3.0,2018,0,False,0.72,C,48.2,-8.1,,C,False
Bam Adebayo,MIA,20,69,34,35,19.8,6.9,4.9,51.2,0.1,0.0,2.6,72.1,1.7,3.8,5.5,1.5,1.0,0.5,0.6,2.0,18.0,7,0,-0.4,2018,0,False,0.49,C-F,48.8,-8.2,,C-F,False
Raymond Felton,OKC,34,82,48,34,16.6,6.9,6.7,40.6,2.8,35.2,0.5,81.8,0.3,1.6,1.9,2.5,0.9,0.6,0.2,1.1,14.3,0,0,-0.6,2018,0,False,0.59,G,51.7,-2.6,,G,False
Tony Snell,MIL,26,75,42,33,27.4,6.9,5.7,43.5,3.6,40.3,0.6,79.2,0.1,1.8,1.9,1.3,0.5,0.6,0.4,1.5,13.6,0,0,-0.7,2018,0,False,0.56,G,57.5,1.5,,G,False
Shelvin Mack,ORL,28,69,21,48,19.8,6.9,6.0,43.0,2.0,34.5,1.4,71.1,0.3,2.1,2.4,3.9,1.3,0.8,0.1,1.3,17.1,1,0,-1.1,2018,0,False,0.3,G,57.4,2.3,,G,False
David West,GSW,37,73,52,21,13.7,6.8,5.2,57.1,0.1,37.5,1.1,75.9,0.9,2.4,3.3,1.9,1.1,0.6,1.0,1.6,17.4,0,0,0.5,2018,0,False,0.71,F,48.3,-8.4,,F,False
Nemanja Bjelica,MIN,30,67,38,29,20.5,6.8,5.5,46.1,2.7,41.5,0.7,80.0,0.8,3.3,4.1,1.3,0.8,0.7,0.2,2.1,15.8,1,0,0.1,2018,0,False,0.57,F,55.1,-0.7,,F,False
Joe Johnson,HOU,37,55,35,20,21.9,6.8,6.5,40.6,2.6,27.6,0.8,88.9,0.3,2.9,3.1,1.5,0.9,0.3,0.1,1.2,13.3,0,0,-1.5,2018,1,False,0.64,G-F,57.5,0.8,,G-F,False
Kosta Koufos,SAC,29,71,22,49,19.6,6.7,5.5,57.1,0.0,0.0,1.0,44.6,2.1,4.5,6.6,1.2,0.7,0.7,0.5,2.1,19.2,6,0,-3.1,2018,0,False,0.31,C,50.0,-8.5,,C,False
Luke Kornet,NYK,22,20,6,14,16.3,6.7,6.3,39.2,4.0,35.4,0.6,72.7,0.6,2.7,3.2,1.3,0.6,0.3,0.8,1.4,15.2,1,0,-3.6,2018,0,False,0.3,F-C,52.0,-6.8,,F-C,False
Malik Monk,CHA,20,63,26,37,13.5,6.7,6.7,36.0,3.9,34.2,0.6,84.2,0.1,0.9,1.0,1.4,0.8,0.3,0.1,1.0,10.7,0,0,-3.0,2018,0,False,0.41,G,66.2,11.8,,G,False
Tyler Zeller,MIL,28,66,27,39,16.8,6.7,5.1,56.0,0.4,35.7,1.2,72.2,1.7,3.0,4.6,0.7,0.7,0.2,0.5,1.9,14.9,0,0,0.4,2018,0,False,0.41,C,54.2,-3.3,,C,False
Aaron Harrison,DAL,23,9,2,7,25.9,6.7,7.7,27.5,4.8,20.9,1.9,76.5,0.4,2.2,2.7,1.2,0.3,1.0,0.2,3.0,15.0,0,0,-8.0,2018,0,False,0.22,G,69.6,14.6,,G,False
Justin Jackson,SAC,23,68,21,47,22.2,6.7,6.2,44.2,2.7,30.8,0.5,72.2,0.4,2.4,2.8,1.1,0.6,0.4,0.2,1.2,12.8,0,0,-3.5,2018,0,False,0.31,F,63.3,6.7,,F,False
Isaiah Taylor,ATL,23,67,18,49,17.4,6.6,5.8,41.8,1.2,25.0,2.1,70.2,0.3,1.1,1.4,3.1,1.3,0.5,0.1,1.7,13.7,0,0,-0.5,2018,0,False,0.27,G,49.3,-4.3,,G,False
Danuel House Jr.,PHX,25,23,6,17,17.5,6.6,5.6,43.4,2.5,25.9,1.3,80.6,0.6,2.7,3.3,1.1,0.5,0.3,0.3,1.0,13.4,0,0,0.8,2018,0,False,0.26,F-G,53.8,-3.4,,F-G,False
Shaquille Harrison,PHX,24,23,3,20,16.7,6.6,5.4,47.6,1.1,23.1,1.7,73.7,0.4,2.3,2.7,2.4,1.0,1.1,0.3,1.8,16.7,1,0,2.0,2018,0,False,0.13,G,57.4,2.8,,G,False
Jordan Crawford,NOP,29,5,3,2,10.7,6.6,5.4,44.4,2.8,57.1,0.2,100.0,0.4,0.4,0.8,2.6,1.0,0.2,0.2,1.4,11.7,0,0,-3.8,2018,0,False,0.6,G,87.5,29.8,,G,False
Nene,HOU,35,52,42,10,14.6,6.5,4.6,56.9,0.0,0.0,2.1,63.6,1.0,2.3,3.4,0.9,0.7,0.5,0.3,2.4,13.6,0,0,5.1,2018,0,False,0.81,C-F,50.3,-5.2,,C-F,False
Maurice Harkless,POR,25,59,36,23,21.4,6.5,5.0,49.5,2.0,41.5,1.0,71.2,0.8,2.0,2.7,0.9,0.7,0.8,0.7,1.7,15.1,0,0,0.1,2018,0,False,0.61,F,46.3,-11.1,,F,False
Tyson Chandler,PHX,35,46,15,31,25.0,6.5,4.1,64.7,0.0,0.0,2.0,62.4,2.9,6.2,9.1,1.2,1.3,0.3,0.6,2.3,20.7,4,0,-5.3,2018,1,False,0.33,C,51.9,-5.5,,C,False
Richaun Holmes,PHI,24,48,30,18,15.5,6.5,5.0,56.0,0.6,12.9,1.2,66.1,1.2,3.2,4.4,1.3,0.5,0.4,0.6,2.0,16.2,1,0,-0.8,2018,0,False,0.62,F-C,46.9,-10.2,,F-C,False
Dragan Bender,PHX,20,82,21,61,25.2,6.5,5.9,38.6,3.9,36.6,0.6,76.5,0.5,3.9,4.4,1.6,1.4,0.3,0.6,2.0,15.5,3,0,-5.7,2018,0,False,0.26,F,50.0,-7.1,,F,False
Josh Gray,PHX,24,5,0,5,17.3,6.4,8.2,26.8,2.6,23.1,2.2,63.6,0.4,1.6,2.0,2.4,1.4,1.6,0.4,1.6,17.0,0,0,-13.8,2018,0,False,0.0,G,69.2,13.3,,G,False
Sean Kilpatrick,CHI,28,52,22,30,12.3,6.3,5.7,37.4,2.8,31.9,1.4,88.9,0.1,1.6,1.7,0.9,0.7,0.3,0.1,0.6,10.0,0,0,-2.2,2018,0,False,0.42,G,69.0,14.0,,G,False
Troy Williams,NYK,23,21,7,14,14.6,6.3,5.2,46.8,1.8,28.9,1.4,66.7,1.0,2.0,3.0,0.8,0.9,1.0,0.2,1.6,13.6,0,0,-1.5,2018,0,False,0.33,F,43.8,-12.4,,F,False
Jodie Meeks,WAS,30,77,41,36,14.5,6.3,5.1,39.9,2.7,34.3,1.5,86.3,0.2,1.4,1.6,0.9,0.5,0.4,0.1,0.7,10.5,0,0,-2.0,2018,0,False,0.53,G,58.7,3.5,,G,False
Trevor Booker,IND,30,68,36,32,17.0,6.3,5.0,51.6,0.5,24.2,1.4,71.0,1.7,3.0,4.7,1.2,0.9,0.4,0.3,1.8,15.0,4,0,-0.3,2018,0,False,0.53,F,54.4,-2.2,,F,False
T.J. McConnell,PHI,26,76,50,26,22.5,6.3,5.5,49.9,0.8,43.5,0.5,79.5,0.5,2.5,3.0,4.0,1.5,1.2,0.2,1.6,18.5,2,1,-0.9,2018,0,False,0.66,G,49.0,-5.2,,G,False
Jahlil Okafor,BKN,22,28,7,21,12.6,6.3,4.9,55.8,0.1,25.0,1.0,72.4,0.8,2.3,3.0,0.4,0.8,0.1,0.6,1.8,12.1,0,0,-5.8,2018,0,False,0.25,C,51.0,-6.3,,C,False
Malcolm Delaney,ATL,29,54,16,38,18.8,6.3,5.3,38.2,2.3,37.1,1.7,80.4,0.2,1.7,1.9,3.0,1.2,0.6,0.1,1.5,14.1,0,0,-1.9,2018,0,False,0.3,G,61.1,6.2,,G,False
Isaiah Whitehead,BKN,23,16,2,14,11.2,6.3,5.4,46.5,1.1,38.9,1.2,68.4,0.3,1.4,1.6,1.3,1.5,0.5,0.1,1.4,10.5,0,0,-0.5,2018,0,False,0.12,G,59.4,3.6,,G,False
Justin Anderson,PHI,24,38,27,11,13.7,6.2,5.3,43.1,2.7,33.0,1.0,73.7,0.7,1.8,2.4,0.7,0.4,0.4,0.2,1.4,11.5,0,0,-2.2,2018,0,False,0.71,G-F,44.0,-12.0,,G-F,False
Langston Galloway,DET,26,58,28,30,14.9,6.2,5.9,37.1,3.8,34.4,0.7,80.5,0.2,1.4,1.6,1.0,0.3,0.6,0.1,0.7,11.4,0,0,1.3,2018,0,False,0.48,G,54.3,-1.3,,G,False
Kobi Simmons,MEM,20,32,6,26,20.1,6.1,5.9,42.3,1.2,28.2,0.8,100.0,0.4,1.1,1.6,2.1,1.4,0.6,0.2,1.9,12.0,0,0,-6.7,2018,0,False,0.19,G,70.4,15.4,,G,False
P.J. Tucker,HOU,33,82,65,17,27.8,6.1,5.4,39.0,3.8,37.1,0.7,71.7,1.1,4.4,5.6,0.9,0.9,1.0,0.3,2.5,17.1,3,0,6.4,2018,0,False,0.79,F,59.4,2.7,,F,False
Boban Marjanovic,LAC,29,39,18,21,8.7,6.0,3.8,53.4,0.0,0.0,2.5,79.4,1.2,2.5,3.7,0.6,0.9,0.3,0.3,1.3,12.0,1,0,1.4,2018,0,False,0.46,C,44.4,-13.5,,C,False
Andre Iguodala,GSW,34,64,46,18,25.4,6.0,5.0,46.3,1.8,28.2,1.4,63.2,0.8,3.1,3.8,3.3,1.0,0.8,0.6,1.5,18.8,0,0,4.3,2018,0,False,0.72,F-G,56.3,-0.2,,F-G,False
Rodney Purvis,ORL,24,16,5,11,18.1,6.0,6.7,32.7,3.3,25.0,0.9,86.7,0.1,1.6,1.7,1.1,0.6,0.2,0.2,1.6,10.1,0,0,-3.6,2018,0,False,0.31,G,37.0,-15.1,,G,False
Aron Baynes,BOS,31,81,54,27,18.3,6.0,5.5,47.1,0.3,14.3,1.0,75.6,1.6,3.8,5.4,1.1,1.0,0.3,0.6,2.5,15.8,4,0,2.3,2018,0,False,0.67,C,52.4,-4.6,,C,False
Gorgui Dieng,MIN,28,79,45,34,16.9,5.9,4.9,47.9,0.8,31.1,1.3,77.5,1.3,3.2,4.6,0.9,0.7,0.6,0.5,1.9,15.2,2,0,-2.6,2018,0,False,0.57,C,60.5,3.1,,C,False
Frank Ntilikina,NYK,19,78,28,50,21.9,5.9,6.4,36.4,2.0,31.8,0.9,72.1,0.5,1.8,2.3,3.2,1.7,0.8,0.2,2.3,15.0,1,0,-1.3,2018,0,False,0.36,G,58.2,2.9,,G,False
Davis Bertans,SAS,25,77,43,34,14.1,5.9,4.8,44.0,3.3,37.3,0.6,81.6,0.2,1.8,2.0,1.0,0.5,0.3,0.4,1.2,11.4,0,0,1.2,2018,0,False,0.56,C-F,50.8,-5.5,,C-F,False
OG Anunoby,TOR,20,74,51,23,20.0,5.9,4.7,47.1,2.7,37.1,0.8,62.9,0.6,1.9,2.5,0.7,0.6,0.7,0.2,1.8,12.1,0,0,4.0,2018,0,False,0.69,F,54.0,-3.2,,F,False
Kenneth Faried,DEN,28,32,16,16,14.4,5.9,4.6,51.4,0.0,0.0,1.6,70.6,2.1,2.7,4.8,0.6,0.7,0.4,0.4,1.6,14.1,3,0,-1.3,2018,0,False,0.5,F,69.4,13.2,,F,False
Quincy Acy,BKN,27,70,26,44,19.4,5.9,5.2,35.6,4.2,34.9,0.9,81.7,0.6,3.1,3.7,0.8,0.9,0.5,0.4,2.1,13.3,0,0,-0.8,2018,0,False,0.37,F,53.5,-3.6,,F,False
Dorian Finney-Smith,DAL,25,21,4,17,21.3,5.9,5.8,38.0,3.2,29.9,0.7,73.3,1.0,2.5,3.6,1.2,1.0,0.5,0.2,2.0,13.0,1,0,-1.1,2018,0,False,0.19,F,49.3,-9.2,,F,False
Deyonta Davis,MEM,21,62,16,46,15.2,5.8,4.3,60.8,0.0,0.0,0.9,66.7,1.2,2.8,4.0,0.6,0.5,0.2,0.6,2.0,13.7,1,0,-2.6,2018,0,False,0.26,C-F,56.0,-1.1,,C-F,False
Xavier Rathan-Mayes,MEM,24,5,0,5,23.6,5.8,8.4,28.6,2.8,7.1,1.8,44.4,0.0,1.0,1.0,3.6,2.2,1.2,0.6,3.6,15.6,0,0,-11.8,2018,0,False,0.0,G,68.4,10.1,,G,False
Jonas Jerebko,UTA,31,74,45,29,15.3,5.8,4.6,46.6,2.1,41.4,0.8,80.7,0.7,2.6,3.3,0.6,0.4,0.3,0.2,1.7,11.7,0,0,0.8,2018,0,False,0.61,F,54.9,-2.6,,F,False
Tristan Thompson,CLE,27,53,27,26,20.2,5.8,4.4,56.2,0.0,0.0,1.5,54.4,2.4,4.3,6.6,0.6,0.7,0.3,0.3,1.9,15.9,3,0,-2.6,2018,0,False,0.51,C-F,56.6,0.0,,C-F,False
Timothe Luwawu-Cabarrot,PHI,23,52,29,23,15.5,5.8,5.1,37.5,3.0,33.5,1.1,79.3,0.3,1.1,1.4,1.0,0.7,0.2,0.1,1.9,9.2,0,0,-0.1,2018,0,False,0.56,G-F,48.6,-6.2,,G-F,False
Jack Cooley,SAC,27,7,4,3,12.5,5.7,3.9,48.1,0.0,0.0,2.7,73.7,2.0,2.3,4.3,0.9,0.4,0.1,0.0,1.9,12.1,0,0,-0.6,2018,0,False,0.57,C-F,55.6,-4.4,,C-F,False
Dante Cunningham,BKN,31,73,34,39,21.4,5.7,5.0,45.1,2.3,34.5,0.7,59.6,1.1,3.0,4.1,0.7,0.5,0.5,0.4,1.5,14.0,1,0,-1.1,2018,0,False,0.47,F,56.8,0.1,,F,False
Bismack Biyombo,ORL,25,82,25,57,18.2,5.7,4.3,52.0,0.0,0.0,1.9,65.0,1.8,4.0,5.7,0.8,1.0,0.3,1.2,1.9,17.0,7,0,-5.2,2018,0,False,0.3,C,51.5,-5.0,,C,False
Jameel Warney,DAL,24,3,1,2,9.0,5.7,4.0,58.3,0.0,0.0,1.7,60.0,1.3,1.7,3.0,0.0,0.3,0.0,0.0,0.7,8.9,0,0,-1.7,2018,0,False,0.33,F,50.0,-5.5,,F,False
Omri Casspi,GSW,30,53,40,13,14.0,5.7,3.9,58.0,0.4,45.5,1.3,72.5,0.6,3.2,3.8,1.0,0.7,0.3,0.4,1.3,13.0,3,0,1.0,2018,0,False,0.75,F,47.0,-7.6,,F,False
Cristiano Felicio,CHI,25,55,13,42,17.8,5.6,3.9,59.1,0.0,0.0,1.5,66.7,1.5,2.7,4.2,1.0,1.0,0.3,0.2,1.9,12.7,3,0,-6.1,2018,0,False,0.24,C-F,62.4,4.1,,C-F,False
Ivan Rabb,MEM,21,36,6,30,14.3,5.6,4.2,56.6,0.0,0.0,1.0,80.6,1.5,2.9,4.4,0.9,1.0,0.3,0.4,1.5,13.3,3,0,-2.7,2018,0,False,0.17,F,58.5,1.0,,F,False
Shaun Livingston,GSW,32,71,49,22,15.9,5.5,4.8,50.1,0.1,0.0,0.9,82.0,0.5,1.4,1.8,2.0,0.8,0.5,0.3,1.6,12.3,0,0,1.6,2018,0,False,0.69,G,52.7,-2.1,,G,False
C.J. Williams,LAC,28,38,17,21,18.6,5.5,5.2,44.2,2.1,28.2,0.4,81.3,0.3,1.2,1.5,1.1,0.5,0.8,0.3,1.7,11.9,0,0,-0.9,2018,0,False,0.45,F-G,61.6,5.5,,F-G,False
Norman Powell,TOR,25,70,51,19,15.2,5.5,5.3,40.1,2.7,28.5,0.6,82.1,0.2,1.5,1.7,1.3,0.9,0.5,0.2,1.6,10.8,0,0,-0.3,2018,0,False,0.73,F-G,54.6,-1.2,,F-G,False
Omari Johnson,MEM,29,4,1,3,18.8,5.5,5.3,42.9,3.0,33.3,0.0,0.0,1.0,1.8,2.8,1.8,0.8,0.5,0.0,1.5,12.2,0,0,2.5,2018,0,False,0.25,F,60.0,2.4,,F,False
Wesley Johnson,LAC,30,74,38,36,20.1,5.4,5.0,40.8,2.4,33.9,0.8,74.1,0.4,2.5,2.9,0.8,0.7,1.0,0.8,2.0,15.0,1,0,-0.8,2018,0,False,0.51,F-G,56.5,-0.7,,F-G,False
Wade Baldwin IV,POR,22,7,4,3,11.5,5.4,3.0,66.7,0.7,80.0,1.4,60.0,0.1,1.0,1.1,0.7,0.6,0.3,0.1,1.7,8.6,0,0,0.7,2018,0,False,0.57,G,54.5,-2.6,,G,False
Zaza Pachulia,GSW,34,69,47,22,14.1,5.4,3.8,56.4,0.0,0.0,1.3,80.6,1.3,3.4,4.7,1.6,1.0,0.6,0.2,1.8,14.7,2,0,2.8,2018,0,False,0.68,C,56.5,-0.9,,C,False
Vince Carter,SAC,41,58,20,38,17.7,5.4,4.9,40.3,2.8,34.5,0.6,75.7,0.3,2.2,2.6,1.2,0.6,0.7,0.4,1.7,13.1,0,0,-1.2,2018,2,False,0.34,G-F,54.7,-3.3,,G-F,False
Pat Connaughton,POR,25,82,49,33,18.1,5.4,4.8,42.3,2.6,35.2,0.5,84.1,0.4,1.5,2.0,1.1,0.5,0.3,0.3,1.5,10.5,0,0,1.7,2018,0,False,0.6,G-F,50.5,-5.0,,G-F,False
Jon Leuer,DET,29,8,5,3,17.1,5.4,4.5,41.7,0.4,0.0,1.9,86.7,0.9,3.1,4.0,0.6,0.9,0.1,0.4,2.0,11.7,0,0,1.5,2018,0,False,0.62,F-C,59.5,3.5,,F-C,False
Jonathan Isaac,ORL,20,27,11,16,19.8,5.4,5.4,37.9,1.7,34.8,0.9,76.0,0.6,3.1,3.7,0.7,1.0,1.2,1.1,1.8,16.8,0,0,-3.7,2018,0,False,0.41,F,58.8,2.3,,F,False
