Player,Team,AGE,GP,W,L,MIN,PTS,FGA,FG%,3PA,3P%,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year,累積前三隊,當年有無入選,勝率,position,DFG_percent,DIFF_percent,Pos,Final_Position,是否首次入選
Petr Cornelie,DEN,26,13,3,10,2.9,1.1,1.2,33.3,0.6,12.5,0.3,75.0,0.5,0.5,1.1,0.2,0.3,0.1,0.1,0.5,2.9,0,0,0.6,2022,0,False,0.23,F,60.0,4.1,,F,False
RJ Nembhard Jr.,CLE,23,14,6,8,4.5,1.1,1.3,33.3,0.1,0.0,0.3,75.0,0.2,0.3,0.5,0.9,0.2,0.1,0.0,0.1,3.0,0,0,-0.5,2022,0,False,0.43,G,50.0,16.3,,G,False
Kai Jones,CHA,21,21,14,7,3.0,1.0,0.7,64.3,0.1,50.0,0.4,37.5,0.1,0.4,0.5,0.2,0.3,0.0,0.1,0.4,2.1,0,0,-0.7,2022,0,False,0.67,C-F,70.0,23.9,,C-F,False
Dakota Mathias,MEM,26,6,5,1,2.7,1.0,1.0,33.3,1.0,33.3,0.0,0.0,0.0,0.3,0.3,0.2,0.0,0.2,0.0,0.2,2.2,0,0,-1.8,2022,0,False,0.83,G,100.0,48.3,,G,False
Deividas Sirvydis,DET,21,3,1,2,8.9,1.0,3.3,10.0,2.3,14.3,0.0,0.0,0.0,2.0,2.0,0.3,0.0,1.0,0.3,1.3,7.9,0,0,-9.3,2022,0,False,0.33,F-G,37.5,-19.2,,F-G,False
Jaden Springer,PHI,19,2,2,0,2.8,1.0,0.5,100.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,4.7,0,0,-4.0,2022,0,False,1.0,G,33.3,14.1,,G,False
McKinley Wright IV,MIN,23,5,3,2,3.8,1.0,0.6,66.7,0.4,50.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.2,1.7,0,0,-1.4,2022,0,False,0.6,G,66.7,14.1,,G,False
Shaq Buchanan,MEM,25,2,2,0,4.9,1.0,2.0,25.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.5,4.2,0,0,-1.0,2022,0,False,1.0,,,,,,False
Tyrell Terry,MEM,21,2,2,0,1.5,1.0,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0,0,-1.0,2022,0,False,1.0,,,,,,False
Ed Davis,CLE,32,31,15,16,6.5,0.9,0.5,68.8,0.0,0.0,0.5,42.9,0.5,1.6,2.1,0.2,0.2,0.1,0.3,1.1,4.7,0,0,0.5,2022,0,False,0.48,C-F,52.9,-5.5,,C-F,False
Carlik Jones,DEN,24,5,3,2,4.7,0.8,1.8,11.1,0.2,0.0,0.4,100.0,0.2,0.4,0.6,1.0,0.6,0.2,0.0,0.0,3.0,0,0,-4.0,2022,0,False,0.6,G,0.0,-55.9,,G,False
Isaac Bonga,TOR,22,15,9,6,4.6,0.8,0.9,23.1,0.3,25.0,0.5,62.5,0.3,0.2,0.5,0.3,0.1,0.5,0.1,0.7,3.6,0,0,-2.1,2022,0,False,0.6,G,59.1,3.6,,G,False
Chandler Hutchison,PHX,26,6,4,2,3.7,0.7,0.3,50.0,0.0,0.0,0.3,100.0,0.0,0.8,0.8,0.3,0.7,0.0,0.0,0.2,1.5,0,0,2.5,2022,0,False,0.67,F-G,100.0,41.2,,F-G,False
DaQuan Jeffries,MEM,24,3,3,0,2.9,0.7,0.7,50.0,0.3,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.3,2.0,0,0,-1.0,2022,0,False,1.0,G-F,50.0,-0.4,,G-F,False
Jarron Cumberland,POR,24,3,0,3,4.1,0.7,0.7,50.0,0.3,0.0,0.0,0.0,0.3,0.7,1.0,0.3,0.0,0.0,0.0,0.7,2.4,0,0,3.0,2022,0,False,0.0,G,0.0,-59.3,,G,False
Jaylen Morris,SAS,26,3,0,3,5.3,0.7,2.0,0.0,0.7,0.0,1.3,50.0,0.0,0.7,0.7,0.7,0.3,0.0,0.0,0.7,2.1,0,0,2.7,2022,0,False,0.0,G,100.0,47.4,,G,False
Solomon Hill,ATL,31,13,7,6,10.7,0.6,1.5,15.0,1.0,15.4,0.0,0.0,0.5,1.3,1.8,0.9,0.1,0.3,0.2,1.2,5.4,0,0,3.2,2022,0,False,0.54,F,65.7,7.0,,F,False
Robert Woodard II,SAS,22,12,0,12,3.5,0.6,1.3,12.5,0.3,25.0,0.2,100.0,0.4,0.5,0.9,0.3,0.1,0.1,0.1,0.3,2.5,0,0,1.3,2022,0,False,0.0,F,45.5,-13.2,,F,False
Xavier Sneed,UTA,24,9,7,2,4.3,0.6,1.1,20.0,0.9,12.5,0.0,0.0,0.2,0.4,0.7,0.1,0.0,0.0,0.0,0.2,1.5,0,0,-0.7,2022,0,False,0.78,F,50.0,-9.4,,F,False
Sharife Cooper,ATL,20,13,8,5,3.0,0.5,1.1,21.4,0.5,16.7,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.0,0.0,0.1,1.2,0,0,-2.7,2022,0,False,0.62,G,83.3,27.7,,G,False
Scottie Lewis,CHA,22,2,1,1,3.3,0.5,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,2.8,0,0,-2.0,2022,0,False,0.5,G,100.0,35.2,,G,False
Aaron Henry,PHI,22,6,6,0,2.8,0.3,0.8,20.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.0,0.3,0.3,1.2,0,0,-3.3,2022,0,False,1.0,F,20.0,-22.6,,F,False
Miye Oni,UTA,24,16,15,1,2.8,0.3,0.6,22.2,0.5,12.5,0.1,0.0,0.1,0.4,0.4,0.3,0.1,0.0,0.0,0.4,1.2,0,0,-2.0,2022,0,False,0.94,G-F,60.0,4.0,,G-F,False
Joel Ayayi,WAS,22,7,1,6,2.9,0.3,0.9,16.7,0.1,0.0,0.0,0.0,0.1,0.3,0.4,0.6,0.0,0.0,0.0,0.0,1.7,0,0,0.4,2022,0,False,0.14,G,0.0,-52.5,,G,False
George King,DAL,28,4,2,2,4.8,0.3,1.3,0.0,1.0,0.0,0.5,50.0,0.0,1.3,1.3,0.0,0.3,0.0,0.0,1.0,1.5,0,0,-6.8,2022,0,False,0.5,F-G,66.7,-0.6,,F-G,False
Ade Murkey,SAC,24,1,0,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,2022,0,False,0.0,,,,,,False
Anthony Lamb,HOU,24,2,0,2,3.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,2.1,0,0,2.5,2022,0,False,0.0,F,33.3,-26.1,,F,False
Arnoldas Kulboka,CHA,24,2,2,0,2.7,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,-6.0,2022,0,False,1.0,F,100.0,25.0,,F,False
CJ Miles,BOS,35,1,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-5.0,2022,0,False,1.0,,,,,,False
Cat Barber,ATL,27,3,0,3,4.3,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.3,0.7,1.0,1.0,0.3,0.0,0.0,0.3,2.4,0,0,3.7,2022,0,False,0.0,G,50.0,-7.8,,G,False
David Johnson,TOR,21,2,2,0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,2022,0,False,1.0,,,,,,False
DeJon Jarreau,IND,24,1,0,1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2022,0,False,0.0,,,,,,False
Emanuel Terry,PHX,25,3,2,1,6.1,0.0,1.7,0.0,0.0,0.0,0.0,0.0,2.7,2.3,5.0,0.7,1.7,0.3,0.0,1.3,6.3,0,0,-6.3,2022,0,False,0.67,F,40.0,-21.6,,F,False
Feron Hunt,NYK,22,2,2,0,4.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,2.4,0,0,-0.5,2022,0,False,1.0,,,,,,False
JaQuori McLaughlin,DAL,24,4,2,2,2.7,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.8,0,0,-2.3,2022,0,False,0.5,G,66.7,9.3,,G,False
Jaime Echenique,WAS,25,1,1,0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,2022,0,False,1.0,,,,,,False
Javin DeLaurier,MIL,24,1,1,0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.2,0,0,4.0,2022,0,False,1.0,C,100.0,30.9,,C,False
Jay Huff,LAL,24,4,0,4,5.1,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.3,0.8,1.0,0.3,0.3,0.3,0.3,0.3,2.8,0,0,3.8,2022,0,False,0.0,F,14.3,-38.3,,F,False
Jaysean Paige,DET,27,1,1,0,6.6,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.7,0,0,-10.0,2022,0,False,1.0,,,,,,False
Jon Teske,MEM,24,3,3,0,2.6,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.7,0.3,0.0,0.3,0.0,0.3,2.3,0,0,-1.0,2022,0,False,1.0,C,100.0,45.1,,C,False
Jordan Bell,CHI,27,1,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.2,0,0,1.0,2022,0,False,1.0,F,100.0,41.3,,F,False
Jordan Goodwin,WAS,23,2,1,1,3.0,0.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.6,0,0,-4.0,2022,0,False,0.5,,,,,,False
MJ Walker,PHX,24,2,1,1,4.2,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,4.4,0,0,-1.5,2022,0,False,0.5,,,,,,False
Matt Mooney,NYK,27,1,1,0,1.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0,0,-5.0,2022,0,False,1.0,,,,,,False
Nate Hinton,IND,22,2,0,2,1.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.5,0,0,2.0,2022,0,False,0.0,,,,,,False
Sam Dekker,TOR,27,1,1,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-5.0,2022,0,False,1.0,F,0.0,-49.6,,F,False
Trayvon Palmer,DET,27,1,0,1,16.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.4,0,0,-12.0,2022,0,False,0.0,G,100.0,48.4,,G,False
Tyler Hall,NYK,25,1,1,0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-5.0,2022,0,False,1.0,,,,,,False
Zylan Cheatham,UTA,26,1,0,1,5.2,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-13.0,2022,0,False,0.0,,,,,,False
